lyrics,emotion
tuhan. aku berjalan menyusuri malam. setelah patah hatiku. aku bedoa semoga saja. ini terbaik untuknya. dia bilang. kau harus bisa seperti aku. yang sudah biarlah sudah. mudah saja bagimu. mudah saja untukmu. andai saja cintamu seperti cintaku. selang waktu berjalan kau kembali datang. tanyakan keadaanku. aku bilang. kau tidak berhak tanyakan hidupku. membuatku semakin terluka. mudah saja bagimu. mudah saja untukmu. coba saja lukamu seperti lukaku. kau tidak berhak tanyakan keadaanku. kau tidak berhak tanyakan keadaanku. mudah saja bagimu. mudah saja untukmu. andai saja cintamu seperti cintaku. mudah saja mudah saja bagimu. mudah saja untukmu. andai saja cintamu seperti cintaku,sedih
hari hari aku lewati hanya sendiri tanpa kekasih,bahagia
tapi tetap aku nikmati indahnya hari tanpa tambatan hati,bahagia
aku ingin menjadi setitik awan kecil di langit,bahagia
walaupun aku sendiri tapi aku masih ada,bahagia
masih ada cinta di hati,bahagia
kadang aku merindukan,bahagia
ingin aku curahkan semua,bahagia
yang tlah lama aku pendam oh oh,bahagia
aku ingin menjadi setitik awan kecil di langit,bahagia
walaupun aku sendiri tapi aku masih ada,bahagia
masih ada cinta di hati,bahagia
cup cududududu cup dududududu,bahagia
hari hariku lewati hanya sendiri tanpa kekasih,bahagia
tapi aku masih bisa bahagia,bahagia
cup cududududu cup dududududu,bahagia
aku ingin menjadi setitik awan kecil di langit,bahagia
biarkupun aku sendiri tapi aku masih ada,bahagia
masih ada cinta di hati,bahagia
aku ingin menjadi setitik awan kecil di langit,bahagia
walaupun aku sendiri tapi aku masih ada,bahagia
masih ada cinta di hati,bahagia
cup cududududu cup dududududu,bahagia
hari hari aku lewati hanya sendiri tanpa kekasih. tapi tetap aku nikmati indahnya hari tanpa tambatan hati. aku ingin menjadi setitik awan kecil di langit. bersama mentari. walaupun aku sendiri tapi aku masih ada. masih ada cinta di hati. kadang aku merindukan. merindukan sentuhan. sentuhan wanita. ingin aku curahkan semua. semua hasrat di jiwa. yang tlah lama aku pendam oh oh. aku ingin menjadi setitik awan kecil di langit. bersama mentari. walaupun aku sendiri tapi aku masih ada. masih ada cinta di hati. cup cududududu cup dududududu. hari hariku lewati hanya sendiri tanpa kekasih. walaupun kusendiri. tapi aku masih bisa bahagia. cup cududududu cup dududududu. aku ingin menjadi setitik awan kecil di langit. bersama mentari. biarkupun aku sendiri tapi aku masih ada. masih ada cinta di hati. di hati. di hati. di hati aku ingin menjadi setitik awan kecil di langit. bersama mentari. walaupun aku sendiri tapi aku masih ada. masih ada cinta di hati. cup cududududu cup dududududu,bahagia
kucoba ungkap tabir ini,sedih
kisah antara kau dan aku,sedih
terpisahkan oleh ruang dan waktu,sedih
menyudutkanmu meninggalkanku,sedih
aku merasa telah kehilangan,sedih
cintamu yang telah lama hilang,sedih
kau pergi jauh karena salahku,sedih
yang tidak pernah menganggap kamu ada,sedih
asmara mengisahkan kita,sedih
mengingatkanku pada dirimu,sedih
gelora mengingatkanku,sedih
bahwa cintamu telah merasuk jantungku,sedih
sejujurnya sejujurnya,sedih
aku tidak bisa ku tidak bisa,sedih
hidup tanpa ada kamu aku gila aku gila,sedih
seandainya seandainya,sedih
mengulang kembali lagi cinta kita cinta kita,sedih
takkan kusia siakan kamu lagi,sedih
asmara mengisahkan kita,sedih
mengingatkanku pada dirimu,sedih
gelora mengingatkanku,sedih
bahwa cintamu telah merasuk jantungku,sedih
sejujurnya sejujurnya,sedih
aku tidak bisa ku tidak bisa,sedih
hidup tanpa ada kamu aku gila aku gila,sedih
seandainya seandainya,sedih
mengulang kembali lagi cinta kita cinta kita,sedih
sejujurnya sejujurnya,sedih
aku tidak bisa ku tidak bisa,sedih
hidup tanpa ada kamu aku gila aku gila,sedih
takkan kusia siakan kamu lagi,sedih
takkan kusia siakan kamu lagi,sedih
sejujurnya sejujurnya,sedih
aku tidak bisa ku tidak bisa,sedih
hidup tanpa ada kamu aku gila aku gila,sedih
seandainya seandainya,sedih
mengulang kembali lagi cinta kita cinta kita,sedih
takkan kusia siakan kamu lagi,sedih
kucoba ungkap tabir ini. kisah antara kau dan aku. terpisahkan oleh ruang dan waktu. menyudutkanmu meninggalkanku. aku merasa telah kehilangan. cintamu yang telah lama hilang. kau pergi jauh karena salahku. yang tidak pernah menganggap kamu ada. asmara mengisahkan kita. mengingatkanku pada dirimu. gelora mengingatkanku. bahwa cintamu telah merasuk jantungku. sejujurnya sejujurnya . aku tidak bisa ku tidak bisa . hidup tanpa ada kamu aku gila aku gila . seandainya seandainya . kamu bisa kamu bisa . mengulang kembali lagi cinta kita cinta kita . takkan kusia siakan kamu lagi. asmara mengisahkan kita. mengingatkanku pada dirimu. gelora mengingatkanku. bahwa cintamu telah merasuk jantungku. sejujurnya sejujurnya . aku tidak bisa ku tidak bisa . hidup tanpa ada kamu aku gila aku gila . seandainya seandainya . kamu bisa kamu bisa . mengulang kembali lagi cinta kita cinta kita . sejujurnya sejujurnya . aku tidak bisa ku tidak bisa . hidup tanpa ada kamu aku gila aku gila . takkan kusia siakan kamu lagi. takkan kusia siakan kamu lagi sejujurnya sejujurnya . aku tidak bisa ku tidak bisa . hidup tanpa ada kamu aku gila aku gila . seandainya seandainya . kamu bisa kamu bisa . mengulang kembali lagi cinta kita cinta kita . takkan kusia siakan kamu lagi,sedih
kita kan menang menang o oh,bahagia
tanpamu tidak akan sama,bahagia
tanpamu semua berbeda,bahagia
kita kan menang menang ah oh,bahagia
di bawah mentari yang sama,bahagia
tempat kita di masa depan,bahagia
kita tidak akan putus asa,bahagia
semua takkan mudah lu oh,bahagia
kita kan menang lu uh,bahagia
kita kan menang menang o oh,bahagia
cinta. satukan hati. kuatkan jiwa. menghadapi dunia. segala. cinta dan luka. kuatkan semua. persahabatan. kita. penantang impian. di atas awan. kita kan menang. kita. penakluk dunia. di atas awan. kita kan menang menang o oh. bila. kau merasa sepi. ingatlah bahwa. kau tidak sendiri. tanpamu tidak akan sama. tanpamu semua berbeda. kisahmu juga kisahku. selalu bersama. kita. penantang impian. di atas awan. kita kan menang. kita. penakluk dunia. di atas awan. kita kan menang menang ah oh. wo o oh. wo o oh. melangkah. di bawah mentari yang sama. mencari. tempat kita di masa depan. berjanji. kita tidak akan putus asa. walaupun. semua takkan mudah lu oh. lu oh oh. lu oh oh. lu oh oh. kita. penantang impian. di atas awan. kita kan menang. kita. penakluk dunia. di atas awan. kita kan menang lu uh. oh oh kita. penantang impian. di atas awan. kita kan menang. kita. penakluk dunia. di atas awan. kita kan menang menang o oh,bahagia
tanpa bisa bersembunyi,bahagia
pada janjimu kuterikat,bahagia
hanya sekejap aku berdiri,bahagia
kulakukan sepenuh hati,bahagia
siang dan malam yang berganti,bahagia
sedihku ini tidak ada arti,bahagia
jika kaulah sandaran hati,bahagia
hanyalah engkau yang kutuju,bahagia
bimbing langkah kakiku,bahagia
teringat aku teringat,bahagia
pada janjimu aku terikat,bahagia
hanya sekejap kuberdiri,bahagia
kulakukan sepenuh hati,bahagia
siang dan malam yang berganti,bahagia
sedihku ini tidak ada arti,bahagia
jika kaulah sandaran hati,bahagia
pada janjimu kuterikat,bahagia
hanya sekejap aku berdiri,bahagia
kulakukan sepenuh hati,bahagia
siang dan malam yang berganti,bahagia
sedihku ini tidak ada arti,bahagia
jika kaulah sandaran hati,bahagia
yakinkah kuberdiri. diamlah tanpa tepi. bolehkah aku. mendengarmu. terkubur dalam emosi. tanpa bisa bersembunyi. aku dan nafasku. merindukanmu. terpurukku di sini. teraniaya sepi. dan aku tahu pasti. kau menemani. dalam hidupku. kesendirianku. teringat kuteringat. pada janjimu kuterikat. hanya sekejap aku berdiri. kulakukan sepenuh hati. peduli kupeduli. siang dan malam yang berganti. sedihku ini tidak ada arti. jika kaulah sandaran hati. kaulah sandaran hati. inikah yang kau mau. benarkah ini jalanmu. hanyalah engkau yang kutuju. pegang erat tanganku. bimbing langkah kakiku. aku hilang arah. tanpa hadirmu. dalam gelapnya. malam hariku. teringat aku teringat. pada janjimu aku terikat. hanya sekejap kuberdiri. kulakukan sepenuh hati. peduli kupeduli. siang dan malam yang berganti. sedihku ini tidak ada arti. jika kaulah sandaran hati. kaulah sandaran hati. sandaran hati teringat kuteringat. pada janjimu kuterikat. hanya sekejap aku berdiri. kulakukan sepenuh hati. peduli kupeduli. siang dan malam yang berganti. sedihku ini tidak ada arti. jika kaulah sandaran hati. kaulah sandaran hati,bahagia
semua wanita akan memburuku,bahagia
bila aku ariel peterpan,bahagia
kau yakin nge fan kar nya gua keren,bahagia
seksi badannya mulan jameela,bahagia
cantiknya dia seperti aku,bahagia
giring nidji sahabat aku,bahagia
dekat denganku dialah aku,bahagia
tapi kenyataan aku bukan siapa siapa,bahagia
aku ingin engkau mencintaiku apa adanya,bahagia
aku bukan superstar kayak dan terkenal,bahagia
aku bukan saudagar yang punya banyak kapal,bahagia
aku bukan bangsawan aku bukan priayi,bahagia
aku hanyalah orang yang ingin dicintai,bahagia
wis pasti aku wong jowo,bahagia
tapi kenyataan aku bukan siapa siapa siapa siapa,bahagia
aku ingin engkau mencintaiku apa adanya,bahagia
aku bukan superstar kayak dan terkenal,bahagia
aku bukan saudagar yang punya banyak kapal,bahagia
aku bukan bangsawan aku bukan priayi,bahagia
aku hanyalah orang yang ingin dicintai,bahagia
kata orang aku mirip glenn fredly,bahagia
suara merdu wanita jatuh hati,bahagia
namun semua itu hanya mimpi that sih right baby,bahagia
bagimu wo ho wo uh hu uh,bahagia
jadi semua itu hanya mimpi,bahagia
ya iyalah masa ya iya dong,bahagia
duren saja dibelah bukan dibedong,bahagia
aku bukan superstar kayak dan terkenal,bahagia
aku bukan saudagar yang punya banyak kapal,bahagia
aku bukan bangsawan aku bukan priayi,bahagia
aku hanyalah orang yang ingin dicintai,bahagia
ku bukan superstar kayak dan terkenal,bahagia
aku bukan saudagar yang punya banyak kapal,bahagia
aku bukan bangsawan aku bukan priayi,bahagia
aku hanyalah orang yang ingin dicintai,bahagia
andai aku pasha ungu . semua wanita akan memburuku. bila aku ariel peterpan . kau yakin nge fan kar nya gua keren. ho oh ho oh ho oh oh. ho oh ho oh ho oh oh. seksi badannya mulan jameela. cantiknya dia seperti aku. giring nidji sahabat aku. dekat denganku dialah aku. tapi kenyataan aku bukan siapa siapa. aku ingin engkau mencintaiku apa adanya. aku bukan superstar kayak dan terkenal. aku bukan saudagar yang punya banyak kapal. aku bukan bangsawan aku bukan priayi. aku hanyalah orang yang ingin dicintai. ho oh ho oh ho oh oh. ho oh ho oh ho oh oh. andai aku letto. wis pasti aku wong jowo. tapi kenyataan aku bukan siapa siapa siapa siapa . aku ingin engkau mencintaiku apa adanya. aku bukan superstar kayak dan terkenal. aku bukan saudagar yang punya banyak kapal. aku bukan bangsawan aku bukan priayi. aku hanyalah orang yang ingin dicintai. kata orang aku mirip glenn fredly. suara merdu wanita jatuh hati. namun semua itu hanya mimpi that sih right baby . bagimu wo ho wo uh hu uh . jadi semua itu hanya mimpi . ya iyalah masa ya iya dong . duren saja dibelah bukan dibedong. aku bukan superstar kayak dan terkenal. aku bukan saudagar yang punya banyak kapal. aku bukan bangsawan aku bukan priayi. aku hanyalah orang yang ingin dicintai ku bukan superstar kayak dan terkenal. aku bukan saudagar yang punya banyak kapal. aku bukan bangsawan aku bukan priayi. aku hanyalah orang yang ingin dicintai. ho oh ho oh ho oh oh. ho oh ho oh ho oh oh,bahagia
dua tiga kapal belayar di samudera,bahagia
ayuh sahabatku kita bergembira,bahagia
bermain bernyanyi bersama menikmati indahnya dunia,bahagia
sahabat untuk selamanya,bahagia
bersama untuk selamanya,bahagia
untuk selamanya setia,bahagia
berakit rakit kita ke hulu,bahagia
berenang renang kita ke tepian,bahagia
kita berbeda untuk saling mengisi segala kekurangan kita,bahagia
sahabat untuk selamanya,bahagia
atasi semua perbedaan,bahagia
tidak ada bukit yang terlalu tinggi,bahagia
untuk kita daki bersama,bahagia
dan tidak ada laut yang terlalu dalam,bahagia
sahabat untuk selamanya,bahagia
bersama untuk selamanya,bahagia
sahabat untuk selamanya,bahagia
berbagi dan saling menjaga,bahagia
sahabat untuk selamanya,bahagia
atasi semua perbedaan,bahagia
dua tiga kapal belayar di samudera. ayuh sahabatku kita bergembira. bermain bernyanyi bersama menikmati indahnya dunia. kerna. sahabat untuk selamanya. bersama untuk selamanya. kau dan aku sahabat. untuk selamanya setia. oh oh. oh oh. oh oh. berakit rakit kita ke hulu. berenang renang kita ke tepian. kita berbeda untuk saling mengisi segala kekurangan kita. menjadi. sahabat untuk selamanya. atasi semua perbedaan. kau dan aku sahabat. untuk selamanya. selama lamanya. setia. tidak ada bukit yang terlalu tinggi. untuk kita daki bersama. dan tidak ada laut yang terlalu dalam. untuk diselami. sahabat untuk selamanya. bersama untuk selamanya. kau dan aku sahabat. untuk selamanya oh. sahabat untuk selamanya. berbagi dan saling menjaga. kau dan aku sahabat. untuk selamanya. selama lamanya. untuk selamanya. setia. setia. setia sahabat untuk selamanya. atasi semua perbedaan. kau dan aku sahabat. untuk selamanya. selama lamanya. setia,bahagia
saat pertama rasakan lara,bahagia
oleh harapan yang pupus,bahagia
hingga hati cedera serius,bahagia
tanpa sempat aku miliki,bahagia
tidak satupun yang aku sesali,bahagia
hanya membuatku semakin terlatih,bahagia
begini rasanya terlatih patah hati,bahagia
hadapi getirnya terlatih disakiti,bahagia
bertepuk sebelah tangan sudah biasa,bahagia
ditinggal tanpa alasan sudah biasa,bahagia
penuh luka itu pasti tapi aku tetap bernyanyi,bahagia
lama tidak aku dengar tentangnya,bahagia
yang paling dalam tancapkan luka,bahagia
satu hal yang aku tahu,bahagia
terkadang dia juga rindu,bahagia
tanpa sempat aku miliki,bahagia
tidak satupun yang aku sesali,bahagia
hanya membuatku semakin terlatih,bahagia
begini rasanya terlatih patah hati,bahagia
hadapi getirnya terlatih disakiti,bahagia
bertepuk sebelah tangan sudah biasa,bahagia
ditinggal tanpa alasan sudah biasa,bahagia
penuh luka itu pasti tapi aku tetap bernyanyi,bahagia
begini rasanya terlatih patah hati,bahagia
hadapi getirnya terlatih disakiti,bahagia
bertepuk sebelah tangan sudah biasa,bahagia
ditinggal tanpa alasan sudah biasa,bahagia
penuh luka itu pasti tapi aku tetap bernyanyi,bahagia
begini rasanya terlatih patah hati,bahagia
hadapi getirnya terlatih disakiti,bahagia
bertepuk sebelah tangan sudah biasa,bahagia
ditinggal tanpa alasan sudah biasa,bahagia
penuh luka itu pasti tapi aku tetap bernyanyi,bahagia
aku sudah mulai lupa. saat pertama rasakan lara. oleh harapan yang pupus. hingga hati cedera serius. terima kasih kalian. barisan para mantan. dan semua yang pergi. tanpa sempat aku miliki. album indexliriklagu.info. tidak satupun yang aku sesali. hanya membuatku semakin terlatih. begini rasanya terlatih patah hati. hadapi getirnya terlatih disakiti. bertepuk sebelah tangan sudah biasa . ditinggal tanpa alasan sudah biasa . penuh luka itu pasti tapi aku tetap bernyanyi. lama tidak aku dengar tentangnya. yang paling dalam tancapkan luka. satu hal yang aku tahu. terkadang dia juga rindu. terima kasih kalian. barisan para mantan. dan semua yang pergi. tanpa sempat aku miliki. tidak satupun yang aku sesali. hanya membuatku semakin terlatih. begini rasanya terlatih patah hati. hadapi getirnya terlatih disakiti. bertepuk sebelah tangan sudah biasa . ditinggal tanpa alasan sudah biasa . penuh luka itu pasti tapi aku tetap bernyanyi. begini rasanya terlatih patah hati. hadapi getirnya terlatih disakiti. bertepuk sebelah tangan sudah biasa . ditinggal tanpa alasan sudah biasa . penuh luka itu pasti tapi aku tetap bernyanyi begini rasanya terlatih patah hati. hadapi getirnya terlatih disakiti. bertepuk sebelah tangan sudah biasa . ditinggal tanpa alasan sudah biasa . penuh luka itu pasti tapi aku tetap bernyanyi,bahagia
aku ingin engkau tahu,bahagia
buka kita buka hari yang baru,bahagia
sebarkan semangat langkah ke depan,bahagia
buka kita buka jalan yang baru,bahagia
tebarkan senyum wajah gembira,bahagia
bukalah bukalah semangat baru,bahagia
bukalah bukalah semangat baru,bahagia
bukalah bukalah semangat baru,bahagia
coba diam walau hanya untuk sejenak,bahagia
dengarkan kata dari segala yang aku ucap,bahagia
aku jelang pagi ini nikmati damai di hati,bahagia
dalam waktu penuh arti karena aku dicintai,bahagia
aku ingat kemarin suasana tidak bersemangat,bahagia
namun kini aku jalani dan semua rasanya tepat,bahagia
bersama kita coba wujudkan harapan,bahagia
membuka jalan dalam gapai setiap tujuan,bahagia
mentari bersinar selalu,bahagia
ini yang aku meminta penuh semangat tertawa,bahagia
bersamamu teman semua,bahagia
karena ini saatnya kita nyanyi bersama,bahagia
buka kita buka hari yang baru,bahagia
sebarkan semangat langkah ke depan,bahagia
jadi pribadi baru jadi pribadi baru,bahagia
buka kita buka jalan yang baru,bahagia
tebarkan senyum wajah gembira,bahagia
dengarkan hatimu pastikan pilihanmu,bahagia
esok mentari akan datang bawa sejuta harapan,bahagia
kita jumpa di sana berbagi bersama,bahagia
dan kita tahu pelangi yang satukan kita,bahagia
buka kita buka hari yang baru,bahagia
sebarkan semangat langkah ke depan,bahagia
buka kita buka hari yang baru,bahagia
sebarkan semangat langkah ke depan,bahagia
bukalah bukalah semangat baru bukalah,bahagia
bukalah bukalah semangat baru bukalah,bahagia
bukalah bukalah semangat baru,bahagia
oh bukalah sih mangat baru,bahagia
bukalah bukalah semangat baru bukalah,bahagia
bukalah bukalah semangat baru bukalah,bahagia
bukalah bukalah semangat baru,bahagia
bukalah bukalah semangat baru,bahagia
