lyrics,emotion,lirik_clean
. untukmu yang duduk sambil diskusi. untukmu yang biasa bersafari. di sana di gedung dpr. wakil rakyat kumpulan orang hebat. bukan kumpulan teman teman dekat. apalagi sanak famili. di hati dan lidahmu kami berharap. suara kami tolong dengar lalu sampaikan. jangan ragu jangan takut karang menghadang. bicaralah yang lantang jangan hanya diam. di kantong safarimu kami titipkan. masa depan kami dan negeri ini. dari sabang sampai merauke. saudara dipilih bukan dilotre. meski kami tidak kenal siapa saudara. kami tidak sudi memilih para juara. juara diam juara he eh juara hahaha. untukmu yang duduk sambil diskusi. untukmu yang biasa bersafari. di sana di gedung dpr. di hati dan lidahmu kami berharap. suara kami tolong dengar lalu sampaikan. jangan ragu jangan takut karang menghadang. bicaralah yang lantang jangan hanya diam. wahai sahabat. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. bukan paduan suara. hanya tahu nyanyian lagu setuju di kantong safarimu kami titipkan . masa depan kami dan negeri ini . dari sabang sampai meroke . saudara dipilih bukan dilotre . meski kami tidak kenal siapa saudara . kami tidak sudi memilih para juara . juara diam juara he eh juara ha ha ha,marah,untuk duduk diskusi untuk biasa safar sana gedung dpr wakil rakyat kumpul orang hebat bukan kumpul teman teman dekat sanak famili hati lidah harap suara tolong dengar lalu sampai jangan ragu jangan takut karang menghadang bicara lantang jangan diam kantong safari titip masa depan negeri dari sabang merauke saudara pilih bukan lotre meski tidak kenal siapa saudara tidak sudi pilih juara juara diam juara he eh juara hahaha untuk duduk diskusi untuk biasa safar sana gedung dpr hati dan lidah harap suara tolong dengar lalu sampai jangan ragu jangan takut karang menghadang bicara lantang jangan diam wahai sahabat wakil rakyat rakyat jangan tidur waktu sidang soal rakyat wakil rakyat bukan padu suara tahu nyanyi lagu tuju wakil rakyat rakyat jangan tidur waktu sidang soal rakyat wakil rakyat bukan padu suara tahu nyanyi lagu tuju wakil rakyat rakyat jangan tidur waktu sidang soal rakyat wakil rakyat bukan padu suara tahu nyanyi lagu tuju wakil rakyat rakyat jangan tidur waktu sidang soal rakyat wakil rakyat bukan padu suara tahu nyanyi lagu tuju wakil rakyat rakyat jangan tidur waktu sidang soal rakyat wakil rakyat bukan padu suara tahu nyanyi lagu tuju wakil rakyat rakyat jangan tidur waktu sidang soal rakyat wakil rakyat bukan padu suara tahu nyanyi lagu tuju wakil rakyat rakyat jangan tidur waktu sidang soal rakyat bukan padu suara tahu nyanyi lagu tuju kantong safari titip masa depan dan negeri dari sabang meroke saudara pilih bukan lotre meski tidak kenal siapa saudara tidak sudi pilih juara juara diam juara he eh juara ha ha ha
titip rindu buat ayah ebiet enggak adek,sedih,titip rindu buat ayah ebiet enggak adek
di matamu masih tersimpan,sedih,mata simpan
benturan dan hempasan terpahat,sedih,bentur hempas pahat
kau menampak tua dan lelah,sedih,kau tampak tua lelah
keringat mengucur deras,sedih,keringat kucur deras
namun kau tetap tabah,sedih,kau tetap tabah
meski napasmu kadang tersengal,sedih,meski napas kadang sengal
memikul beban yang makin sarat,sedih,pikul beban makin sarat
engkau telah mengerti hitam,sedih,engkau erti hitam
keriput tulang pipimu gambaran,sedih,keriput tulang pipi gambar
bahumu yang dulu kekar,sedih,bahu dulu kekar
legam terbakar matahari,sedih,legam bakar matahari
kini kurus dan terbungkuk,sedih,kini kurus bungkuk
namun semangat tidak pernah pudar,sedih,semangat pernah pudar
meski langkahmu kadang gemetar,sedih,meski langkah kadang gemetar
ayah dalam hening sepi aku rindu,sedih,ayah hening sepi aku rindu
untuk menuai padi milik kita,sedih,tuai padi milik
tapi kerinduan tinggal hanya kerinduan,sedih,rindu tinggal rindu
anakmu sekarang banyak menanggung beban,sedih,anak sekarang banyak tanggung beban
engkau telah mengerti hitam,sedih,engkau erti hitam
keriput tulang pipimu gambaran,sedih,keriput tulang pipi gambar
bahumu yang dulu kekar,sedih,bahu dulu kekar
legam terbakar matahari,sedih,legam bakar matahari
kini kurus dan terbungkuk,sedih,kini kurus bungkuk
namun semangat tidak pernah pudar,sedih,semangat pernah pudar
meski langkahmu kadang gemetar,sedih,meski langkah kadang gemetar
ayah dalam hening sepi kurindu,sedih,ayah hening sepi rindu
untuk menuai padi milik kita,sedih,tuai padi milik
tapi kerinduan tinggal hanya kerinduan,sedih,rindu tinggal rindu
anakmu sekarang banyak menanggung beban,sedih,anak sekarang banyak tanggung beban
titip rindu buat ayah ebiet enggak adek. di matamu masih tersimpan. selaksa peristiwa. benturan dan hempasan terpahat. di keningmu. kau menampak tua dan lelah. keringat mengucur deras. namun kau tetap tabah. hm mm hm mm. meski napasmu kadang tersengal. memikul beban yang makin sarat. kau tetap bertahan. engkau telah mengerti hitam. dan merah jalan ini. keriput tulang pipimu gambaran. perjuangan. bahumu yang dulu kekar. legam terbakar matahari. kini kurus dan terbungkuk. hm mm hm mm. namun semangat tidak pernah pudar. meski langkahmu kadang gemetar. kau tetap setia. ayah dalam hening sepi aku rindu. untuk menuai padi milik kita. tapi kerinduan tinggal hanya kerinduan. anakmu sekarang banyak menanggung beban. engkau telah mengerti hitam. dan merah jalan ini. keriput tulang pipimu gambaran. perjuangan. bahumu yang dulu kekar. legam terbakar matahari. kini kurus dan terbungkuk. hm mm hm mm. namun semangat tidak pernah pudar. meski langkahmu kadang gemetar. kau tetap setia ayah dalam hening sepi kurindu. untuk menuai padi milik kita. tapi kerinduan tinggal hanya kerinduan. anakmu sekarang banyak menanggung beban,sedih,titip rindu buat ayah ebiet enggak adek mata simpan laksa peristiwa bentur hempas pahat kening kau tampak tua lelah keringat kucur deras kau tetap tabah hm mm hm mm meski napas kadang sengal pikul beban makin sarat kau tetap tahan engkau erti hitam merah jalan keriput tulang pipi gambar juang bahu dulu kekar legam bakar matahari kini kurus bungkuk hm mm hm mm semangat pernah pudar meski langkah kadang gemetar kau tetap setia ayah hening sepi aku rindu tuai padi milik tapi rindu tinggal rindu anak sekarang banyak tanggung beban engkau erti hitam merah jalan keriput tulang pipi gambar juang bahu dulu kekar legam bakar matahari kini kurus bungkuk hm mm hm mm semangat pernah pudar meski langkah kadang gemetar kau tetap setia ayah hening sepi rindu tuai padi milik tapi rindu tinggal rindu anak sekarang banyak tanggung beban
lagi lagi raissa anggiani,sedih,lagi raissa anggiani
tergantikan oleh dua insan jatuh cinta,sedih,ganti dua insan jatuh cinta
banyak orang yang bilang,sedih,banyak orang bilang
melupa tidak kenal waktu iyakah benar,sedih,lupa kenal waktu iya benar
kar nya sesungguhnya ingin kudekap tubuhmu,sedih,kar nya sungguh dekap tubuh
sesungguhnya ingin kubasuh lukamu yang biru,sedih,sungguh basuh luka biru
lagi lagi aku merindu,sedih,lagi aku rindu
ceritakan hari hariku padamu,sedih,cerita hari hari pada
baik buruknya sedih senang,sedih,baik buruk sedih senang
hebatnya masih teringat jelas di benakku,sedih,hebat ingat jelas benak
jangan kau lupakan itu sungguh berharga,sedih,jangan kau lupa sungguh harga
tidak ada yang tahu pasti celah melupa,sedih,ada tahu celah lupa
kar nya sesungguhnya ingin kudekap tubuhmu,sedih,kar nya sungguh dekap tubuh
sesungguhnya ingin kubasuh lukamu yang biru,sedih,sungguh basuh luka biru
lagi lagi aku merindu,sedih,lagi aku rindu
ceritakan hari hariku padamu,sedih,cerita hari hari pada
baik buruknya sedih senang,sedih,baik buruk sedih senang
hebatnya masih teringat jelas di benakku,sedih,hebat ingat jelas benak
dan tidak lagi aku bersembunyi di sini,sedih,tidak aku sembunyi sini
lagi lagi aku merindu,sedih,lagi aku rindu
ceritakan hari hariku padamu,sedih,cerita hari hari pada
baik buruknya sedih senang,sedih,baik buruk sedih senang
hebatnya masih teringat jelas di benakku,sedih,hebat ingat jelas benak
lagi lagi aku merindu,sedih,lagi aku rindu
ceritakan hari hariku padamu,sedih,cerita hari hari pada
lagi lagi aku merindu,sedih,lagi aku rindu
ceritakan hari hariku padamu,sedih,cerita hari hari pada
baik buruknya sedih senang hebatnya,sedih,baik buruk sedih senang hebat
masih teringat jelas di benakku,sedih,ingat jelas benak
lagi lagi raissa anggiani. tempat kita bersama. tergantikan oleh dua insan jatuh cinta. banyak orang yang bilang. melupa tidak kenal waktu iyakah benar . kar nya sesungguhnya ingin kudekap tubuhmu. sesungguhnya ingin kubasuh lukamu yang biru. lagi lagi aku merindu. ceritakan hari hariku padamu. baik buruknya sedih senang. hebatnya masih teringat jelas di benakku. tempat kita bersama. jangan kau lupakan itu sungguh berharga. sampai kapan begini . tidak ada yang tahu pasti celah melupa. kar nya sesungguhnya ingin kudekap tubuhmu. sesungguhnya ingin kubasuh lukamu yang biru. lagi lagi aku merindu. ceritakan hari hariku padamu. baik buruknya sedih senang. hebatnya masih teringat jelas di benakku. semua akan terbiasa. harummu pudar. cintanya hilang. dan tidak lagi aku bersembunyi di sini. lagi lagi aku merindu. ceritakan hari hariku padamu. baik buruknya sedih senang. hebatnya masih teringat jelas di benakku. lagi lagi aku merindu. ceritakan hari hariku padamu lagi lagi aku merindu. ceritakan hari hariku padamu. baik buruknya sedih senang hebatnya. masih teringat jelas di benakku,sedih,raissa anggiani tempat sama ganti dua insan jatuh cinta banyak orang bilang lupa kenal waktu iya benar kar nya sungguh dekap tubuh sungguh basuh luka biru aku rindu cerita hari hari pada baik buruk sedih senang hebat ingat jelas benak tempat sama jangan kau lupa sungguh harga kapan begini ada tahu celah lupa kar nya sungguh dekap tubuh sungguh basuh luka biru aku rindu cerita hari hari pada baik buruk sedih senang hebat ingat jelas benak semua biasa harum pudar cinta hilang tidak aku sembunyi sini lagi lagi aku rindu cerita hari hari pada baik buruk sedih senang hebat ingat jelas benak lagi lagi aku rindu cerita hari hari pada lagi lagi aku rindu cerita hari hari pada baik buruk sedih senang hebat ingat jelas benak
kupandangi semua gambar diri,sedih,pandang semua gambar diri
kecil bersih belum ternoda,sedih,kecil bersih noda
teringat semua cerita orang,sedih,ingat semua cerita orang
kata mereka diriku sih lalu dimanja,sedih,kata diri sih lalu manja
kata mereka diriku sih lalu ditimang,sedih,kata diri sih lalu timang
sih lalu terurai darinya,sedih,sih lalu urai dari
tangisan nakal dari bibirku,sedih,tangis nakal bibir
takkan jadi deritanya,sedih,tak jadi derita
tangan halus dan suci,sedih,tangan halus suci
telah mengangkat tubuh ini,sedih,angkat tubuh
jiwa raga dan seluruh hidup,sedih,jiwa raga seluruh hidup
kata mereka diriku sih lalu dimanja,sedih,kata diri sih lalu manja
kata mereka diriku sih lalu ditimang,sedih,kata diri sih lalu timang
oh bunda ada dan tiada dirimu,sedih,bunda dan tiada diri
akan selalu ada di dalam hatiku,sedih,selalu di hati
teringat semua cerita orang,sedih,ingat semua cerita orang
kata mereka diriku sih lalu dimanja,sedih,kata diri sih lalu manja
kata mereka diriku sih lalu ditimang,sedih,kata diri sih lalu timang
oh bunda ada dan tiada dirimu,sedih,bunda dan tiada diri
akan selalu ada di dalam hatiku,sedih,selalu di hati
diriku selalu dimanja,sedih,diri selalu manja
diriku selalu ditimang,sedih,diri selalu timang
selalu terurai darimu,sedih,selalu urai dari
tangisan nakal dari bibirku,sedih,tangis nakal bibir
takkan jadi deritanya,sedih,tak jadi derita
tangan halus dan suci,sedih,tangan halus suci
telah mengangkat tubuh ini,sedih,angkat tubuh
jiwa raga dan seluruh hidup,sedih,jiwa raga seluruh hidup
. kubuka album biru. penuh debu dan usang. kupandangi semua gambar diri. kecil bersih belum ternoda. pikirku pun melayang. dahulu penuh kasih. teringat semua cerita orang. tentang riwayatku. kata mereka diriku sih lalu dimanja. kata mereka diriku sih lalu ditimang. nada nada yang indah. sih lalu terurai darinya. tangisan nakal dari bibirku. takkan jadi deritanya. tangan halus dan suci. telah mengangkat tubuh ini. jiwa raga dan seluruh hidup. rela dia berikan. kata mereka diriku sih lalu dimanja. kata mereka diriku sih lalu ditimang. oh bunda ada dan tiada dirimu. akan selalu ada di dalam hatiku. pikirku pun melayang. dahulu penuh kasih. teringat semua cerita orang. tentang riwayatku. kata mereka diriku sih lalu dimanja. kata mereka diriku sih lalu ditimang. oh bunda ada dan tiada dirimu. akan selalu ada di dalam hatiku kata mereka . diriku selalu dimanja. kata mereka. diriku selalu ditimang. nada nada yang indah. selalu terurai darimu. tangisan nakal dari bibirku. takkan jadi deritanya. tangan halus dan suci. telah mengangkat tubuh ini. jiwa raga dan seluruh hidup. rela dia berikan,sedih,buka album biru penuh debu usang pandang semua gambar diri kecil bersih noda pikir layang penuh kasih ingat semua cerita orang riwayat kata diri sih lalu manja kata diri sih lalu timang nada nada indah sih lalu urai dari tangis nakal bibir tak jadi derita tangan halus suci angkat tubuh jiwa raga seluruh hidup rela ikan kata diri sih lalu manja kata diri sih lalu timang bunda tiada diri selalu di hati pikir layang penuh kasih ingat semua cerita orang riwayat kata diri sih lalu manja kata diri sih lalu timang bunda tiada diri selalu di hati kata diri selalu manja kata diri selalu timang nada nada indah selalu urai dari tangis nakal bibir tak jadi derita tangan halus dan suci angkat tubuh jiwa raga dan seluruh hidup rela ikan
semua ini terjadi berkali kali,marah,semua jadi kali kali
enggak pernah aku mengerti,marah,enggak pernah aku erti
masih saja kau selalu ingkari janji,marah,saja kau selalu ingkar janji
cobalah rasakan apa yang kurasa,marah,coba rasa apa rasa
hati ini sakit dibohongi,marah,hati sakit bohong
setiap kali kau tebar ribuan janji,marah,kali kau tebar ribu janji
enggak pernah terbukti cuman mimpi,marah,enggak pernah bukti cuman mimpi
semua ini terjadi berkali kali,marah,semua jadi kali kali
enggak pernah aku mengerti,marah,enggak pernah aku erti
masih saja kau selalu ingkari janji,marah,saja kau selalu ingkar janji
kau taburkan bunga di angan angan,marah,kau tabur bunga angan angan
hingga jiwa ragaku melayang,marah,hingga jiwa raga layang
saat semua kembali aku tersentak,marah,semua aku sentak
yang kurasa hanyalah kecewa,marah,rasa hanya kecewa
semua ini terjadi berkali kali,marah,semua jadi kali kali
enggak pernah aku mengerti,marah,enggak pernah aku erti
masih saja kau selalu ingkari janji,marah,saja kau selalu ingkar janji
kau taburkan bunga di angan angan,marah,kau tabur bunga angan angan
hingga jiwa ragaku melayang,marah,hingga jiwa raga layang
saat semua kembali aku tersentak,marah,semua aku sentak
yang kurasa hanyalah kecewa,marah,rasa hanya kecewa
semua ini terjadi berkali kali,marah,semua jadi kali kali
enggak pernah aku mengerti,marah,enggak pernah aku erti
masih saja kau selalu ingkari janji,marah,saja kau selalu ingkar janji
sakit hati sakit hati,marah,sakit hati sakit hati
bikin sakit hati sakit hati,marah,bikin sakit hati sakit hati
semua ini terjadi berkali kali,marah,semua jadi kali kali
enggak pernah aku mengerti,marah,enggak pernah aku erti
masih saja kau selalu ingkari janji,marah,saja kau selalu ingkar janji
sakit hati bikin sakit hati,marah,sakit hati bikin sakit hati
semua ini terjadi berkali kali,marah,semua jadi kali kali
tidak pernah aku mengerti mengapa begini,marah,pernah aku erti begini
masih saja kau selalu ingkari janji,marah,saja kau selalu ingkar janji
cobalah rasakan apa yang kurasa,marah,coba rasa apa rasa
hati ini sakit dibohongi,marah,hati sakit bohong
setiap kali kau tebar ribuan janji,marah,kali kau tebar ribu janji
enggak pernah terbukti cuma mimpi,marah,enggak pernah bukti cuma mimpi
. sakit hati. bikin sakit hati. semua ini terjadi berkali kali. enggak pernah aku mengerti. mengapa begini . masih saja kau selalu ingkari janji. cobalah rasakan apa yang kurasa. hati ini sakit dibohongi. setiap kali kau tebar ribuan janji. enggak pernah terbukti cuman mimpi. sakit hati. bikin sakit hati. semua ini terjadi berkali kali. enggak pernah aku mengerti. mengapa begini . masih saja kau selalu ingkari janji. kau taburkan bunga di angan angan. hingga jiwa ragaku melayang. saat semua kembali aku tersentak. yang kurasa hanyalah kecewa. sakit hati. bikin sakit hati. semua ini terjadi berkali kali. enggak pernah aku mengerti. mengapa begini . masih saja kau selalu ingkari janji. kau taburkan bunga di angan angan. hingga jiwa ragaku melayang. saat semua kembali aku tersentak. yang kurasa hanyalah kecewa. sakit hati. bikin sakit hati. semua ini terjadi berkali kali. enggak pernah aku mengerti. mengapa begini . masih saja kau selalu ingkari janji. sakit hati sakit hati . bikin sakit hati sakit hati . semua ini terjadi berkali kali. enggak pernah aku mengerti. mengapa begini . masih saja kau selalu ingkari janji sakit hati bikin sakit hati . semua ini terjadi berkali kali . tidak pernah aku mengerti mengapa begini . masih saja kau selalu ingkari janji . cobalah rasakan apa yang kurasa . hati ini sakit dibohongi . setiap kali kau tebar ribuan janji . enggak pernah terbukti cuma mimpi,marah,sakit hati bikin sakit hati semua jadi kali kali enggak pernah aku erti begini saja kau selalu ingkar janji coba rasa apa rasa hati sakit bohong kali kau tebar ribu janji enggak pernah bukti cuman mimpi sakit hati bikin sakit hati semua jadi kali kali enggak pernah aku erti begini saja kau selalu ingkar janji kau tabur bunga angan angan hingga jiwa raga layang semua aku sentak rasa hanya kecewa sakit hati bikin sakit hati semua jadi kali kali enggak pernah aku erti begini saja kau selalu ingkar janji kau tabur bunga angan angan hingga jiwa raga layang semua aku sentak rasa hanya kecewa sakit hati bikin sakit hati semua jadi kali kali enggak pernah aku erti begini saja kau selalu ingkar janji sakit hati sakit hati bikin sakit hati sakit hati semua jadi kali kali enggak pernah aku erti begini saja kau selalu ingkar janji sakit hati bikin sakit hati semua jadi kali kali pernah aku erti begini saja kau selalu ingkar janji coba rasa apa rasa hati sakit bohong kali kau tebar ribu janji enggak pernah bukti cuma mimpi
